ht_in,male,wages,,
74,1,65000,,
63,0,8000,,
63,0,3000,,
61,1,,,
70,1,30000,,
68,0,,,
,1,,,
,0,,,
64,0,24000,,
64,0,,,
69,1,25000,,
,0,,,
64,0,14000,,
73,1,5000,,
66,0,,,
,1,67500,,
71,1,40000,,
65,0,13000,,
69,0,3600,,
62,0,,,
59,0,35000,,
67,1,29000,,
70,1,50000,,
,0,43000,,
,0,,,
,1,12000,,
65,1,,,
69,1,,,
69,1,30000,,
69,1,27840,,
,1,30000,,
70,1,21000,,
63,0,34000,,
61,0,19000,,
,1,,,
62,0,30000,,
67,0,18000,,
66,0,30000,,
70,1,45000,,
,0,,,
,0,,,
64,0,55000,,
63,0,35000,,
64,1,50000,,
,1,,,
61,0,900,,
66,1,20000,,
63,1,15000,,
56,0,10000,,
64,0,,,
,1,30000,,
69,1,30000,,
71,1,,,
61,0,12000,,
66,0,,,
76,1,42000,,
68,0,,,
67,0,10000,,
,0,,,
,0,,,
,1,25000,,
71,1,24000,,
,1,35000,,
70,1,56000,,
67,0,22000,,
73,1,15000,,
75,1,35000,,
68,0,37000,,
,1,,,
,1,,,
,1,,,
,0,15000,,
64,0,22000,,
,1,,,
71,1,25000,,
67,0,,,
,1,,,
66,0,36000,,
65,0,40000,,
64,1,30000,,
66,0,0,,
75,1,,,
74,1,,,
,1,,,
71,1,,,
59,0,,,
63,0,21000,,
59,0,,,
66,1,28500,,
64,0,,,
73,1,,,
61,0,38000,,
,0,,,
62,0,,,
,1,,,
,1,,,
66,0,,,
61,0,65000,,
68,1,7500,,
64,0,,,
63,0,13000,,
66,1,25000,,
73,1,18500,,
73,1,2675,,
71,1,25000,,
,0,,,
63,0,27300,,
,0,,,
,0,,,
78,1,25000,,
71,1,20000,,
63,0,10000,,
66,0,50000,,
63,0,3000,,
76,1,46000,,
62,0,42000,,
66,1,,,
69,1,3000,,
61,0,40000,,
67,1,,,
66,0,25000,,
67,0,6000,,
64,0,23000,,
67,0,32000,,
68,1,26000,,
69,1,25000,,
41,0,15000,,
76,1,36000,,
65,0,36000,,
69,0,,,
,0,,,
69,1,34000,,
67,1,48000,,
67,1,10000,,
64,1,38000,,
68,1,25000,,
66,0,30000,,
,1,,,
,1,,,
64,0,32000,,
63,0,10000,,
59,0,2000,,
74,1,,,
66,0,32000,,
53,0,,,
66,1,,,
63,0,12994,,
,0,,,
67,0,47000,,
63,0,46265,,
63,0,32953,,
63,0,,,
69,1,39000,,
65,0,20000,,
68,1,20000,,
62,0,20000,,
64,1,30000,,
65,1,8000,,
71,1,33000,,
73,0,18000,,
64,0,,,
63,0,,,
,0,,,
62,1,,,
69,1,12000,,
62,0,10500,,
,1,20000,,
71,1,,,
62,0,80000,,
74,1,29000,,
69,0,23000,,
69,0,34000,,
66,1,3000,,
,1,4500,,
61,0,2000,,
63,0,13000,,
67,1,20000,,
61,0,20000,,
63,0,16000,,
69,1,38000,,
66,1,30000,,
76,1,121993,,
,1,,,
68,1,9000,,
70,1,45000,,
,0,,,
,0,,,
71,1,22000,,
62,0,11000,,
,1,80000,,
,0,,,
,1,1000,,
,0,,,
67,0,,,
70,1,,,
70,1,25000,,
,0,,,
,0,27000,,
64,0,15000,,
68,0,60000,,
69,1,25000,,
,1,40000,,
70,1,25000,,
66,0,13000,,
61,0,13000,,
73,1,15000,,
,1,,,
64,1,,,
,1,,,
73,1,48000,,
64,0,17000,,
67,0,,,
66,0,4892,,
,1,8600,,
64,0,65000,,
,1,,,
,0,,,
69,0,,,
73,1,10000,,
,1,,,
68,0,24000,,
,0,,,
71,1,,,
67,1,,,
64,0,,,
65,0,11000,,
69,0,,,
,0,,,
73,1,13000,,
,1,36000,,
,1,21000,,
62,0,21000,,
69,1,81000,,
76,1,,,
68,0,14000,,
66,0,42000,,
73,1,15000,,
64,0,,,
63,0,37000,,
59,0,30000,,
,1,,,
65,0,24000,,
73,1,11000,,
75,1,28500,,
77,1,30000,,
66,0,26000,,
